ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
0.047,0.784,8.528,0.6842,1.0962,9.7211,-0.6372,-0.3122,-1.1931,-59.58,26.34,-4.1,144,-30.14,21.25,-12.91,51.56,-7.73,-4.7,1,60.846,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,40255,2018-11-08 11:28:19:144
0.259,0.642,8.671,0.6536,0.9959,9.734,-0.3946,-0.3539,-1.063,-50.41,14.37,2.9,151,-27.25,21.04,-14.94,48.94,-5.83,-3.84,1,60.846,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,40505,2018-11-08 11:28:19:394
-0.495,1.417,7.297,-0.1,0.9,9.7648,-0.395,0.517,-2.4678,-13.87,9.54,9.68,166,-14.1,21.14,-20.56,32.11,-5.12,0.8,1,63.267,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,40755,2018-11-08 11:28:19:644
-0.379,1.419,10.47,-0.3434,0.9428,9.7552,-0.0356,0.4762,0.7148,0.2,-12.29,-2.84,166,-4.25,21.62,-21.23,11.34,-5.51,2.17,1,59.905,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,41005,2018-11-08 11:28:19:894
1.152,0.43,10.201,0.3934,0.3932,9.7909,0.7586,0.0368,0.4101,19.58,8.91,7.58,174,0.68,22.36,-20.68,355.01,-1.77,-2.67,1,59.905,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,41255,2018-11-08 11:28:20:144
0.18,1.151,7.639,-0.1001,0.8029,9.7732,0.2801,0.3481,-2.1342,12.09,25.01,1.71,178,7.09,25.01,-18.17,345.52,-4.7,0.59,1,55.482,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,41505,2018-11-08 11:28:20:394
-0.722,0.781,12.081,-0.4862,0.7208,9.768,-0.2358,0.0602,2.313,-7.01,-3.68,2.69,183,10.07,27.71,-15.42,342.06,-3.95,2.3,1,60.355,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,41755,2018-11-08 11:28:20:644
-0.634,1.32,8.179,-0.4468,0.5768,9.7795,-0.1872,0.7432,-1.6005,-18.56,-13.34,15.7,195,11.63,29.48,-10.8,338.93,-3.69,2.87,1,53.524,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,42004,2018-11-08 11:28:20:893
-0.282,0.761,9.467,-0.4076,0.149,9.797,0.1256,0.612,-0.33,-11.56,-2.28,9.89,205,11.83,29.96,-7.49,338.9,-0.96,2.94,1,53.524,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,42255,2018-11-08 11:28:21:144
0.131,-2.707,14.68,0.4926,-0.632,9.7739,-0.3616,-2.075,4.9061,-25.98,-37.98,1.01,203,10.8,30.4,-4.7,339.59,2.12,-1.05,1,64.134,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,42505,2018-11-08 11:28:21:394
0.282,0.586,7.306,0.2849,0.0617,9.8023,-0.0029,0.5243,-2.4963,2.85,33.76,5.62,199,9.34,31,-0.16,343.83,-0.4,-2.85,1,57.023,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,42755,2018-11-08 11:28:21:644
-0.63,-0.176,12.128,-0.2688,0.2679,9.7993,-0.3612,-0.4439,2.3287,5.09,14.79,3.04,199,7.57,31.37,3.66,345.29,-1.57,1.57,1,61.802,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,43004,2018-11-08 11:28:21:893
-0.306,0.28,8.736,-0.3075,-0.0526,9.8017,0.0015,0.3326,-1.0657,-7.22,4.22,13.32,218,5.84,31.93,5.97,349.03,0.87,2.14,1,61.802,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,43255,2018-11-08 11:28:22:144
-1.025,0.56,8.644,-0.5035,0.1512,9.7925,-0.5215,0.4088,-1.1485,4.39,-7.25,19.41,217,2.95,33.37,7.88,354.08,-0.88,2.94,1,59.714,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,43505,2018-11-08 11:28:22:394
0.11,1.076,9.533,-0.3045,0.2992,9.7974,0.4145,0.7768,-0.2644,-8.41,-8.23,9.12,216,0.73,34.37,8.32,357.69,-2.05,2.56,1,63.879,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,43755,2018-11-08 11:28:22:644
1.082,-1.392,15.085,0.2305,-0.0173,9.8039,0.8515,-1.3747,5.2811,-26.68,-33.64,-15.02,205,-3.26,36.23,8.08,5.06,0.1,-1.35,1,57.029,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,44005,2018-11-08 11:28:22:894
0.737,0.66,7.603,-0.0789,0.3078,9.8015,0.8159,0.3522,-2.1985,10.06,9.19,-8.86,205,-7.01,37.58,7.45,10.48,-0.74,-0.08,1,64.202,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,44255,2018-11-08 11:28:23:144
0.424,1.426,9.624,-0.1311,0.9018,9.7642,0.5551,0.5242,-0.1402,-0.5,12.9,-19.15,215,-12.7,37.86,4.81,19.09,-5.28,0.77,1,64.202,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,44504,2018-11-08 11:28:23:393
-1.772,-1.748,13.705,-0.1834,0.2561,9.8016,-1.5886,-2.0041,3.9034,0.06,19.55,28.09,235,-15.89,37.22,2.78,23.47,-4.58,1.92,1,62.494,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,44755,2018-11-08 11:28:23:644
-1.043,1.085,8.537,-0.4813,0.5793,9.7777,-0.5617,0.5057,-1.2407,-2.39,13.11,23.19,247,-19.58,36.14,-0.04,29.11,-3.46,2.51,1,63.184,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,45004,2018-11-08 11:28:23:893
