ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-2.135,-8.284,2.614,18,0,56.96,,,,NaN,,,,0 / 0,23608,2018-11-09 17:06:22:592
-2.403,-8.504,2.001,17,0,51.75,,,,NaN,,,,0 / 0,23708,2018-11-09 17:06:22:692
-2.643,-12.268,1.838,16,0,51.75,,,,NaN,,,,0 / 0,23808,2018-11-09 17:06:22:792
-2.442,-9.213,0.268,20,0,51.75,,,,NaN,,,,0 / 0,23909,2018-11-09 17:06:22:893
-1.158,-9.538,1.139,15,0,55.94,,,,NaN,,,,0 / 0,24008,2018-11-09 17:06:22:992
-2.585,-9.634,0.948,15,0,55.94,,,,NaN,,,,0 / 0,24108,2018-11-09 17:06:23:092
-2.135,-8.887,3.026,11,0,55.94,,,,NaN,,,,0 / 0,24208,2018-11-09 17:06:23:192
-3.304,-8.016,5.075,11,0,48.25,,,,NaN,,,,0 / 0,24308,2018-11-09 17:06:23:292
-1.944,-4.28,5.784,26,0,48.25,,,,NaN,,,,0 / 0,24408,2018-11-09 17:06:23:392
-5.966,-3.744,8.945,11,0,48.25,,,,NaN,,,,0 / 0,24508,2018-11-09 17:06:23:492
-5.334,-4.549,10.85,8,0,46.66,,,,NaN,,,,0 / 0,24608,2018-11-09 17:06:23:592
-5.746,-2.528,11.732,1,0,46.66,,,,NaN,,,,0 / 0,24708,2018-11-09 17:06:23:692
-5.717,-0.852,12.383,13,0,46.66,,,,NaN,,,,0 / 0,24808,2018-11-09 17:06:23:792
-5.526,-0.785,12.038,5,0,60.93,,,,NaN,,,,0 / 0,24908,2018-11-09 17:06:23:892
-5.947,-2.068,9.941,13,0,60.93,,,,NaN,,,,0 / 0,25008,2018-11-09 17:06:23:992
-4.98,-3.917,8.676,1,0,60.93,,,,NaN,,,,0 / 0,25108,2018-11-09 17:06:24:092
-5.487,-4.865,7.68,19,0,60.93,,,,NaN,,,,0 / 0,25209,2018-11-09 17:06:24:193
-4.338,-7.048,7.058,14,0,48.21,,,,NaN,,,,0 / 0,25309,2018-11-09 17:06:24:293
-2.93,-8.293,3.083,21,0,48.21,,,,NaN,,,,0 / 0,25408,2018-11-09 17:06:24:392
-1.436,-6.972,2.576,15,0,48.21,,,,NaN,,,,0 / 0,25508,2018-11-09 17:06:24:492
-2.557,-8.523,2.777,7,0,56.57,,,,NaN,,,,0 / 0,25608,2018-11-09 17:06:24:592
-2.221,-10.668,0.842,25,0,56.57,,,,NaN,,,,0 / 0,25708,2018-11-09 17:06:24:692
-1.762,-9.251,0.239,26,0,56.57,,,,NaN,,,,0 / 0,25808,2018-11-09 17:06:24:792
-2.7,-9.874,2.26,7,0,53.64,,,,NaN,,,,0 / 0,25909,2018-11-09 17:06:24:893
-2.231,-7.364,1.168,15,0,53.64,,,,NaN,,,,0 / 0,26008,2018-11-09 17:06:24:992
-4.778,-7.259,1.359,10,0,53.64,,,,NaN,,,,0 / 0,26108,2018-11-09 17:06:25:092
-2.059,-7.757,2.432,20,0,45.8,,,,NaN,,,,0 / 0,26209,2018-11-09 17:06:25:193
-3.007,-5.535,6.378,21,0,45.8,,,,NaN,,,,0 / 0,26308,2018-11-09 17:06:25:292
-4.328,-4.625,6.876,9,0,45.8,,,,NaN,,,,0 / 0,26409,2018-11-09 17:06:25:393
-4.721,-2.365,9.749,7,0,50.16,,,,NaN,,,,0 / 0,26508,2018-11-09 17:06:25:492
-5.238,-2.758,11.348,1,0,50.16,,,,NaN,,,,0 / 0,26609,2018-11-09 17:06:25:593
-4.472,-1.34,10.123,16,0,50.16,,,,NaN,,,,0 / 0,26709,2018-11-09 17:06:25:693
-5.095,-1.13,12.546,10,0,58.94,,,,NaN,,,,0 / 0,26808,2018-11-09 17:06:25:792
-5.468,-2.059,10.621,0,0,58.94,,,,NaN,,,,0 / 0,26909,2018-11-09 17:06:25:893
-5.42,-3.419,8.964,21,0,58.94,,,,NaN,,,,0 / 0,27008,2018-11-09 17:06:25:992
-5.037,-4.913,7.767,8,0,54.82,,,,NaN,,,,0 / 0,27108,2018-11-09 17:06:26:092
-2.288,-7.767,5.478,24,0,54.82,,,,NaN,,,,0 / 0,27208,2018-11-09 17:06:26:192
-2.442,-7.604,4.185,13,0,54.82,,,,NaN,,,,0 / 0,27308,2018-11-09 17:06:26:292
-1.541,-8.14,1.944,11,0,53.93,,,,NaN,,,,0 / 0,27408,2018-11-09 17:06:26:392
-1.857,-7.642,2.394,16,0,53.93,,,,NaN,,,,0 / 0,27508,2018-11-09 17:06:26:492
-2.25,-10.659,1.781,18,0,53.93,,,,NaN,,,,0 / 0,27608,2018-11-09 17:06:26:592
-2.231,-9.136,-0.268,5,0,52.38,,,,NaN,,,,0 / 0,27708,2018-11-09 17:06:26:692
-1.714,-10.228,1.388,19,0,52.38,,,,NaN,,,,0 / 0,27808,2018-11-09 17:06:26:792
-2.777,-8.638,2.25,16,0,52.38,,,,NaN,,,,0 / 0,27908,2018-11-09 17:06:26:892
-0.747,-7.23,-1.254,15,0,52.38,,,,NaN,,,,0 / 0,28008,2018-11-09 17:06:26:992
-3.955,-7.671,3.725,15,0,50.12,,,,NaN,,,,0 / 0,28108,2018-11-09 17:06:27:092
-0.124,-6.684,5.133,14,0,50.12,,,,NaN,,,,0 / 0,28208,2018-11-09 17:06:27:192
-3.907,-4.893,7.767,4,0,50.12,,,,NaN,,,,0 / 0,28308,2018-11-09 17:06:27:292
-6.014,-4.156,9.155,18,0,48.82,,,,NaN,,,,0 / 0,28408,2018-11-09 17:06:27:392
-5.564,-2.384,10.419,13,0,48.82,,,,NaN,,,,0 / 0,28508,2018-11-09 17:06:27:492
-5.573,-1.398,11.674,19,0,48.82,,,,NaN,,,,0 / 0,28608,2018-11-09 17:06:27:592
-4.884,-0.498,12.143,12,0,57.4,,,,NaN,,,,0 / 0,28708,2018-11-09 17:06:27:692
-5.889,-1.695,10.525,11,0,57.4,,,,NaN,,,,0 / 0,28809,2018-11-09 17:06:27:793
-5.918,-3.189,9.165,17,0,57.4,,,,NaN,,,,0 / 0,28908,2018-11-09 17:06:27:892
-3.428,-5.142,7.182,7,0,64.48,,,,NaN,,,,0 / 0,29008,2018-11-09 17:06:27:992
-3.237,-7.987,4.759,7,0,64.48,,,,NaN,,,,0 / 0,29109,2018-11-09 17:06:28:093
-2.882,-7.316,3.802,10,0,64.48,,,,NaN,,,,0 / 0,29208,2018-11-09 17:06:28:192
-1.944,-7.709,2.087,10,0,62.98,,,,NaN,,,,0 / 0,29309,2018-11-09 17:06:28:293
-2.097,-6.617,3.792,12,0,62.98,,,,NaN,,,,0 / 0,29409,2018-11-09 17:06:28:393
-2.145,-11.684,0.21,13,0,62.98,,,,NaN,,,,0 / 0,29508,2018-11-09 17:06:28:492
-1.312,-8.724,2.624,18,0,55.3,,,,NaN,,,,0 / 0,29608,2018-11-09 17:06:28:592
-1.704,-10.151,0.363,12,0,55.3,,,,NaN,,,,0 / 0,29708,2018-11-09 17:06:28:692
-0.191,-7.47,1.379,7,0,55.3,,,,NaN,,,,0 / 0,29808,2018-11-09 17:06:28:792
-1.245,-8.676,4.855,10,0,53.33,,,,NaN,,,,0 / 0,29908,2018-11-09 17:06:28:892
-2.212,-7.039,4.941,12,0,53.33,,,,NaN,,,,0 / 0,30008,2018-11-09 17:06:28:992
-3.505,-7.202,6.158,14,0,53.33,,,,NaN,,,,0 / 0,30109,2018-11-09 17:06:29:093
-4.51,-5.296,8.188,4,0,45.37,,,,NaN,,,,0 / 0,30208,2018-11-09 17:06:29:192
-5.075,-2.652,8.715,26,0,45.37,,,,NaN,,,,0 / 0,30309,2018-11-09 17:06:29:293
-3.869,-4.577,10.726,8,0,45.37,,,,NaN,,,,0 / 0,30409,2018-11-09 17:06:29:393
-5.497,0.095,9.864,13,0,57.08,,,,NaN,,,,0 / 0,30509,2018-11-09 17:06:29:493
-5.535,-0.201,12.795,9,0,57.08,,,,NaN,,,,0 / 0,30608,2018-11-09 17:06:29:592
-6.589,-1.599,11.099,20,0,57.08,,,,NaN,,,,0 / 0,30708,2018-11-09 17:06:29:692
-6.052,-2.011,9.787,20,0,57.08,,,,NaN,,,,0 / 0,30808,2018-11-09 17:06:29:792
-4.405,-3.964,7.968,15,0,63,,,,NaN,,,,0 / 0,30908,2018-11-09 17:06:29:892
-3.878,-6.349,7.795,0,0,63,,,,NaN,,,,0 / 0,31009,2018-11-09 17:06:29:993
-3.964,-8.753,4.233,8,0,63,,,,NaN,,,,0 / 0,31108,2018-11-09 17:06:30:092
-2.557,-8.178,2.681,0,0,60.69,,,,NaN,,,,0 / 0,31209,2018-11-09 17:06:30:193
-1.446,-6.665,3.677,16,0,60.69,,,,NaN,,,,0 / 0,31308,2018-11-09 17:06:30:292
-4.252,-10.295,0.21,14,0,60.69,,,,NaN,,,,0 / 0,31408,2018-11-09 17:06:30:392
0.249,-11.32,-0.21,3,0,54.68,,,,NaN,,,,0 / 0,31508,2018-11-09 17:06:30:492
-2.509,-9.462,0.823,8,0,54.68,,,,NaN,,,,0 / 0,31608,2018-11-09 17:06:30:592
-0.727,-9.941,1.139,2,0,54.68,,,,NaN,,,,0 / 0,31708,2018-11-09 17:06:30:692
-1.8,-8.14,3.821,2,0,56.23,,,,NaN,,,,0 / 0,31809,2018-11-09 17:06:30:793
0.229,-8.648,3.035,12,0,56.23,,,,NaN,,,,0 / 0,31908,2018-11-09 17:06:30:892
-0.737,-8.849,3.141,10,0,56.23,,,,NaN,,,,0 / 0,32009,2018-11-09 17:06:30:993
-3.773,-7.661,4.52,11,0,41.4,,,,NaN,,,,0 / 0,32108,2018-11-09 17:06:31:092
-4.194,-6.205,7.7,6,0,41.4,,,,NaN,,,,0 / 0,32208,2018-11-09 17:06:31:192
-4.616,-3.227,7.996,18,0,41.4,,,,NaN,,,,0 / 0,32308,2018-11-09 17:06:31:292
-5.775,-1.676,10.352,17,0,49.1,,,,NaN,,,,0 / 0,32408,2018-11-09 17:06:31:392
-6.598,-0.067,9.96,19,0,49.1,,,,NaN,,,,0 / 0,32508,2018-11-09 17:06:31:492
-5.554,-0.67,12.182,14,0,49.1,,,,NaN,,,,0 / 0,32608,2018-11-09 17:06:31:592
-5.506,-0.986,12.182,17,0,49.1,,,,NaN,,,,0 / 0,32708,2018-11-09 17:06:31:692
-6.244,-2.853,9.835,12,0,62.84,,,,NaN,,,,0 / 0,32808,2018-11-09 17:06:31:792
-4.395,-3.897,8.801,9,0,62.84,,,,NaN,,,,0 / 0,32910,2018-11-09 17:06:31:894
-5.066,-5.296,7.278,28,0,62.84,,,,NaN,,,,0 / 0,33008,2018-11-09 17:06:31:992
-2.806,-9.385,3.792,2,0,58.68,,,,NaN,,,,0 / 0,33108,2018-11-09 17:06:32:092
-2.183,-7.441,2.672,6,0,58.68,,,,NaN,,,,0 / 0,33208,2018-11-09 17:06:32:192
-1.752,-6.225,2.796,18,0,58.68,,,,NaN,,,,0 / 0,33308,2018-11-09 17:06:32:292
-2.413,-9.902,0.612,18,0,54.45,,,,NaN,,,,0 / 0,33408,2018-11-09 17:06:32:392
-1.072,-10.017,1.417,12,0,54.45,,,,NaN,,,,0 / 0,33508,2018-11-09 17:06:32:492
-1.264,-8.839,-0.019,2,0,54.45,,,,NaN,,,,0 / 0,33608,2018-11-09 17:06:32:592
-2.336,-8.791,4.415,16,0,54.45,,,,NaN,,,,0 / 0,33709,2018-11-09 17:06:32:693
-0.794,-9.395,3.083,15,0,57.83,,,,NaN,,,,0 / 0,33808,2018-11-09 17:06:32:792
-2.767,-7.747,5.305,7,0,57.83,,,,NaN,,,,0 / 0,33908,2018-11-09 17:06:32:892
-2.413,-6.742,7.422,1,0,57.83,,,,NaN,,,,0 / 0,34008,2018-11-09 17:06:32:992
-3.562,-3.189,6.847,2,0,43.57,,,,NaN,,,,0 / 0,34108,2018-11-09 17:06:33:092
-5.717,-5.114,8.791,21,0,43.57,,,,NaN,,,,0 / 0,34208,2018-11-09 17:06:33:192
-5.832,1.091,7.115,0,0,43.57,,,,NaN,,,,0 / 0,34308,2018-11-09 17:06:33:292
-4.874,-1.245,13.609,30,0,51.61,,,,NaN,,,,0 / 0,34408,2018-11-09 17:06:33:392
-6.387,-1.608,11.885,32,0,51.61,,,,NaN,,,,0 / 0,34508,2018-11-09 17:06:33:492
-6.368,-2.403,10.372,6,0,51.61,,,,NaN,,,,0 / 0,34608,2018-11-09 17:06:33:592
-3.447,-3.85,8.6,25,0,63.76,,,,NaN,,,,0 / 0,34708,2018-11-09 17:06:33:692
-4.721,-5.573,6.924,0,0,63.76,,,,NaN,,,,0 / 0,34808,2018-11-09 17:06:33:792
-2.806,-9.117,4.328,4,0,63.76,,,,NaN,,,,0 / 0,34908,2018-11-09 17:06:33:892
-2.135,-8.111,3.131,0,0,59.32,,,,NaN,,,,0 / 0,35008,2018-11-09 17:06:33:992
-1.695,-7.518,2.748,0,0,59.32,,,,NaN,,,,0 / 0,35108,2018-11-09 17:06:34:092
-2.767,-8.705,1.359,21,0,59.32,,,,NaN,,,,0 / 0,35208,2018-11-09 17:06:34:192
-0.076,-11.042,0.229,9,0,54.42,,,,NaN,,,,0 / 0,35309,2018-11-09 17:06:34:293
-1.925,-9.04,0.363,24,0,54.42,,,,NaN,,,,0 / 0,35408,2018-11-09 17:06:34:392
-0.679,-9.711,0.296,15,0,54.42,,,,NaN,,,,0 / 0,35508,2018-11-09 17:06:34:492
-1.379,-9.337,1.819,12,0,56.05,,,,NaN,,,,0 / 0,35608,2018-11-09 17:06:34:592
-1.819,-7.776,1.245,13,0,56.05,,,,NaN,,,,0 / 0,35709,2018-11-09 17:06:34:693
-0.814,-8.14,0.881,15,0,56.05,,,,NaN,,,,0 / 0,35809,2018-11-09 17:06:34:793
-5.028,-7.977,2.614,20,0,40.87,,,,NaN,,,,0 / 0,35908,2018-11-09 17:06:34:892
-4.137,-6.483,4.893,1,0,40.87,,,,NaN,,,,0 / 0,36008,2018-11-09 17:06:34:992
-2.93,-6.541,7.029,17,0,40.87,,,,NaN,,,,0 / 0,36108,2018-11-09 17:06:35:092
-3.217,-4.137,6.981,19,0,63.53,,,,NaN,,,,0 / 0,36208,2018-11-09 17:06:35:192
-5.717,-4.75,10.151,22,0,63.53,,,,NaN,,,,0 / 0,36308,2018-11-09 17:06:35:292
-7.039,-1.867,11.779,3,0,63.53,,,,NaN,,,,0 / 0,36409,2018-11-09 17:06:35:393
-7.202,-1.503,11.502,13,0,63.32,,,,NaN,,,,0 / 0,36509,2018-11-09 17:06:35:493
-6.493,-2.126,10.678,2,0,63.32,,,,NaN,,,,0 / 0,36610,2018-11-09 17:06:35:594
-5.257,-2.844,9.146,7,0,63.32,,,,NaN,,,,0 / 0,36709,2018-11-09 17:06:35:693
-4.836,-4.462,7.259,23,0,54.2,,,,NaN,,,,0 / 0,36808,2018-11-09 17:06:35:792
-4.702,-7.24,6.838,20,0,54.2,,,,NaN,,,,0 / 0,36908,2018-11-09 17:06:35:892
-3.792,-6.608,5.2,13,0,54.2,,,,NaN,,,,0 / 0,37008,2018-11-09 17:06:35:992
-2.231,-7.221,3.265,23,0,62.71,,,,NaN,,,,0 / 0,37108,2018-11-09 17:06:36:092
-1.034,-10.496,2.739,2,0,62.71,,,,NaN,,,,0 / 0,37208,2018-11-09 17:06:36:192
-3.639,-8.734,0.191,3,0,62.71,,,,NaN,,,,0 / 0,37308,2018-11-09 17:06:36:292
-1.494,-10.85,1.886,10,0,57.85,,,,NaN,,,,0 / 0,37408,2018-11-09 17:06:36:392
-1.992,-9.241,0.469,7,0,57.85,,,,NaN,,,,0 / 0,37508,2018-11-09 17:06:36:492
-2.097,-8.696,2.068,17,0,57.85,,,,NaN,,,,0 / 0,37609,2018-11-09 17:06:36:593
-3.102,-8.983,0.67,18,0,53.83,,,,NaN,,,,0 / 0,37708,2018-11-09 17:06:36:692
-3.715,-7.259,4.041,10,0,53.83,,,,NaN,,,,0 / 0,37808,2018-11-09 17:06:36:792
-2.719,-7.249,3.754,15,0,53.83,,,,NaN,,,,0 / 0,37908,2018-11-09 17:06:36:892
-3.505,-8.322,8.475,12,0,43.48,,,,NaN,,,,0 / 0,38009,2018-11-09 17:06:36:993
-6.713,-3.62,8.207,20,0,43.48,,,,NaN,,,,0 / 0,38109,2018-11-09 17:06:37:093
-6.742,-1.848,10.534,14,0,43.48,,,,NaN,,,,0 / 0,38208,2018-11-09 17:06:37:192
-4.683,-1.35,11.205,17,0,51.06,,,,NaN,,,,0 / 0,38308,2018-11-09 17:06:37:292
-6.723,-2.413,10.994,13,0,51.06,,,,NaN,,,,0 / 0,38410,2018-11-09 17:06:37:394
-4.999,-2.949,9.213,24,0,51.06,,,,NaN,,,,0 / 0,38509,2018-11-09 17:06:37:493
-4.692,-4.309,9.452,13,0,60.49,,,,NaN,,,,0 / 0,38609,2018-11-09 17:06:37:593
-4.041,-5.142,7.881,4,0,60.49,,,,NaN,,,,0 / 0,38709,2018-11-09 17:06:37:693
-3.486,-8.14,6.531,2,0,60.49,,,,NaN,,,,0 / 0,38810,2018-11-09 17:06:37:794
-3.735,-8.734,3.869,8,0,60.49,,,,NaN,,,,0 / 0,38909,2018-11-09 17:06:37:893
-3.735,-8.734,3.869,8,0,60.49,,,,NaN,,,,0 / 0,39009,2018-11-09 17:06:37:993
-3.735,-8.734,3.869,8,0,60.49,,,,NaN,,,,0 / 0,39110,2018-11-09 17:06:38:094
-3.735,-8.734,3.869,8,0,60.49,,,,NaN,,,,0 / 0,39220,2018-11-09 17:06:38:204
-2.94,-6.972,4.309,14,0,55.52,,,,NaN,,,,0 / 0,39308,2018-11-09 17:06:38:292
-2.403,-9.395,2.604,24,0,55.52,,,,NaN,,,,0 / 0,39409,2018-11-09 17:06:38:393
-2.49,-6.857,4.29,0,0,55.52,,,,NaN,,,,0 / 0,39508,2018-11-09 17:06:38:492
-2.968,-8.839,3.706,18,0,53.41,,,,NaN,,,,0 / 0,39608,2018-11-09 17:06:38:592
-2.25,-7.106,5.439,7,0,53.41,,,,NaN,,,,0 / 0,39708,2018-11-09 17:06:38:692
-3.897,-6.818,7.221,23,0,53.41,,,,NaN,,,,0 / 0,39808,2018-11-09 17:06:38:792
-4.654,-4.28,7.977,10,0,51.95,,,,NaN,,,,0 / 0,39908,2018-11-09 17:06:38:892
-5.727,-4.031,10.237,29,0,51.95,,,,NaN,,,,0 / 0,40008,2018-11-09 17:06:38:992
-5.976,-0.928,12.957,10,0,51.95,,,,NaN,,,,0 / 0,40108,2018-11-09 17:06:39:092
-5.564,-1.58,12.517,14,0,54.8,,,,NaN,,,,0 / 0,40208,2018-11-09 17:06:39:192
-6.177,-1.733,10.017,10,0,54.8,,,,NaN,,,,0 / 0,40308,2018-11-09 17:06:39:292
-3.945,-3.083,9.059,18,0,54.8,,,,NaN,,,,0 / 0,40408,2018-11-09 17:06:39:392
-4.989,-4.989,6.32,7,0,61.51,,,,NaN,,,,0 / 0,40508,2018-11-09 17:06:39:492
-4.252,-9.107,5.209,22,0,61.51,,,,NaN,,,,0 / 0,40609,2018-11-09 17:06:39:593
-2.518,-8.619,2.614,4,0,61.51,,,,NaN,,,,0 / 0,40709,2018-11-09 17:06:39:693
-1.158,-8.734,2.02,7,0,56.97,,,,NaN,,,,0 / 0,40809,2018-11-09 17:06:39:793
-2.94,-8.466,2.509,0,0,56.97,,,,NaN,,,,0 / 0,40909,2018-11-09 17:06:39:893
-1.532,-10.621,1.522,3,0,56.97,,,,NaN,,,,0 / 0,41009,2018-11-09 17:06:39:993
-2.078,-10.707,1.829,6,0,51.57,,,,NaN,,,,0 / 0,41109,2018-11-09 17:06:40:093
-1.455,-9.414,0.612,12,0,51.57,,,,NaN,,,,0 / 0,41209,2018-11-09 17:06:40:193
-2.288,-9.05,2.317,12,0,51.57,,,,NaN,,,,0 / 0,41309,2018-11-09 17:06:40:293
-3.763,-8.226,1.656,15,0,51.57,,,,NaN,,,,0 / 0,41409,2018-11-09 17:06:40:393
-3.802,-7.987,3.093,4,0,52.92,,,,NaN,,,,0 / 0,41508,2018-11-09 17:06:40:492
-4.242,-7.393,4.846,9,0,52.92,,,,NaN,,,,0 / 0,41608,2018-11-09 17:06:40:592
-4.003,-5.066,6.905,6,0,52.92,,,,NaN,,,,0 / 0,41708,2018-11-09 17:06:40:692
-5.056,-2.767,8.858,0,0,44.17,,,,NaN,,,,0 / 0,41808,2018-11-09 17:06:40:792
-6.368,-4.348,11.53,4,0,44.17,,,,NaN,,,,0 / 0,41908,2018-11-09 17:06:40:892
-4.213,-1.608,10.333,26,0,44.17,,,,NaN,,,,0 / 0,42008,2018-11-09 17:06:40:992
-5.956,-1.465,12.996,2,0,53.04,,,,NaN,,,,0 / 0,42108,2018-11-09 17:06:41:092
-6.876,-1.599,10.601,16,0,53.04,,,,NaN,,,,0 / 0,42208,2018-11-09 17:06:41:192
-5.688,-2.729,9.586,4,0,53.04,,,,NaN,,,,0 / 0,42308,2018-11-09 17:06:41:292
-4.692,-4.731,8.226,7,0,65.39,,,,NaN,,,,0 / 0,42409,2018-11-09 17:06:41:393
-5.353,-7.422,6.953,22,0,65.39,,,,NaN,,,,0 / 0,42509,2018-11-09 17:06:41:493
-4.07,-8.456,2.71,10,0,65.39,,,,NaN,,,,0 / 0,42608,2018-11-09 17:06:41:592
-0.718,-7.642,2.308,0,0,57.69,,,,NaN,,,,0 / 0,42708,2018-11-09 17:06:41:692
-2.174,-6.205,2.988,0,0,57.69,,,,NaN,,,,0 / 0,42808,2018-11-09 17:06:41:792
-3.15,-11.894,1.781,1,0,57.69,,,,NaN,,,,0 / 0,42908,2018-11-09 17:06:41:892
-1.838,-10.458,1.953,21,0,53.61,,,,NaN,,,,0 / 0,43009,2018-11-09 17:06:41:993
-0.363,-8.954,-1.455,16,0,53.61,,,,NaN,,,,0 / 0,43109,2018-11-09 17:06:42:093
-0.871,-10.237,1.101,10,0,53.61,,,,NaN,,,,0 / 0,43209,2018-11-09 17:06:42:193
-2.308,-9.356,0.411,26,0,55.32,,,,NaN,,,,0 / 0,43309,2018-11-09 17:06:42:293
-3.447,-7.374,2.681,14,0,55.32,,,,NaN,,,,0 / 0,43409,2018-11-09 17:06:42:393
-4.529,-9.931,0.727,12,0,55.32,,,,NaN,,,,0 / 0,43509,2018-11-09 17:06:42:493
-4.759,-7.316,6.809,12,0,42.33,,,,NaN,,,,0 / 0,43609,2018-11-09 17:06:42:593
-2.585,-5.133,7.91,0,0,42.33,,,,NaN,,,,0 / 0,43709,2018-11-09 17:06:42:693
-5.506,-4.654,7.824,12,0,42.33,,,,NaN,,,,0 / 0,43809,2018-11-09 17:06:42:793
-6.732,-3.668,9.979,14,0,49.46,,,,NaN,,,,0 / 0,43909,2018-11-09 17:06:42:893
-5.573,-1.312,8.274,16,0,49.46,,,,NaN,,,,0 / 0,44009,2018-11-09 17:06:42:993
-6.378,-1.139,11.712,8,0,49.46,,,,NaN,,,,0 / 0,44109,2018-11-09 17:06:43:093
-6.483,-1.925,10.257,23,0,61.59,,,,NaN,,,,0 / 0,44209,2018-11-09 17:06:43:193
-4.903,-3.275,9.663,8,0,61.59,,,,NaN,,,,0 / 0,44309,2018-11-09 17:06:43:293
-4.606,-4.798,8.265,0,0,61.59,,,,NaN,,,,0 / 0,44411,2018-11-09 17:06:43:395
-4.731,-4.089,6.732,18,0,58.06,,,,NaN,,,,0 / 0,44510,2018-11-09 17:06:43:494
-4.242,-7.834,4.874,8,0,58.06,,,,NaN,,,,0 / 0,44609,2018-11-09 17:06:43:593
-2.48,-7.479,2.624,8,0,58.06,,,,NaN,,,,0 / 0,44708,2018-11-09 17:06:43:692
-2.834,-7.02,2.432,8,0,58.06,,,,NaN,,,,0 / 0,44808,2018-11-09 17:06:43:792
-1.857,-7.067,2.652,11,0,55.57,,,,NaN,,,,0 / 0,44908,2018-11-09 17:06:43:892
-1.158,-10.142,1.225,24,0,55.57,,,,NaN,,,,0 / 0,45009,2018-11-09 17:06:43:993
-0.699,-8.791,-2.308,16,0,55.57,,,,NaN,,,,0 / 0,45108,2018-11-09 17:06:44:092
-1.656,-10.621,1.35,12,0,55.57,,,,NaN,,,,0 / 0,45209,2018-11-09 17:06:44:193
-2.078,-9.356,-1.005,17,0,57.68,,,,NaN,,,,0 / 0,45309,2018-11-09 17:06:44:293
-0.612,-7.7,9.165,0,0,57.68,,,,NaN,,,,0 / 0,45409,2018-11-09 17:06:44:393
0.44,-7.68,4.549,6,0,57.68,,,,NaN,,,,0 / 0,45508,2018-11-09 17:06:44:492
-3.035,-7.642,4.386,8,0,49.63,,,,NaN,,,,0 / 0,45608,2018-11-09 17:06:44:592
-3.639,-4.482,6.512,27,0,49.63,,,,NaN,,,,0 / 0,45708,2018-11-09 17:06:44:692
-5.573,-2.279,9.634,5,0,49.63,,,,NaN,,,,0 / 0,45808,2018-11-09 17:06:44:792
-5.995,-2.317,11.597,10,0,52.28,,,,NaN,,,,0 / 0,45908,2018-11-09 17:06:44:892
-6.215,-0.833,13.695,7,0,52.28,,,,NaN,,,,0 / 0,46009,2018-11-09 17:06:44:993
-7,-1.455,11.942,13,0,52.28,,,,NaN,,,,0 / 0,46108,2018-11-09 17:06:45:092
-5.267,-2.758,9.299,19,0,63.21,,,,NaN,,,,0 / 0,46209,2018-11-09 17:06:45:193
-4.98,-3.275,7.719,13,0,63.21,,,,NaN,,,,0 / 0,46309,2018-11-09 17:06:45:293
-3.907,-6.981,6.368,18,0,63.21,,,,NaN,,,,0 / 0,46408,2018-11-09 17:06:45:392
-2.442,-7.872,4.309,9,0,58.18,,,,NaN,,,,0 / 0,46508,2018-11-09 17:06:45:492
-1.168,-7.767,2.585,15,0,58.18,,,,NaN,,,,0 / 0,46609,2018-11-09 17:06:45:593
-2.394,-6.885,3.562,5,0,58.18,,,,NaN,,,,0 / 0,46708,2018-11-09 17:06:45:692
-2.221,-10.937,1.676,12,0,54.68,,,,NaN,,,,0 / 0,46808,2018-11-09 17:06:45:792
-0.861,-8.619,-0.44,22,0,54.68,,,,NaN,,,,0 / 0,46908,2018-11-09 17:06:45:892
-2.183,-9.883,1.58,19,0,54.68,,,,NaN,,,,0 / 0,47008,2018-11-09 17:06:45:992
-1.915,-9.059,1.551,0,0,55.6,,,,NaN,,,,0 / 0,47108,2018-11-09 17:06:46:092
-0.871,-8.217,1.656,17,0,55.6,,,,NaN,,,,0 / 0,47208,2018-11-09 17:06:46:192
-2.739,-8.322,3.045,24,0,55.6,,,,NaN,,,,0 / 0,47309,2018-11-09 17:06:46:293
-2.403,-5.88,4.003,14,0,47.61,,,,NaN,,,,0 / 0,47408,2018-11-09 17:06:46:392
-2.729,-5.248,6.531,25,0,47.61,,,,NaN,,,,0 / 0,47508,2018-11-09 17:06:46:492
-4.913,-2.308,8.169,15,0,47.61,,,,NaN,,,,0 / 0,47608,2018-11-09 17:06:46:592
-4.855,-4.319,10.601,5,0,49.78,,,,NaN,,,,0 / 0,47709,2018-11-09 17:06:46:693
-6.387,-1.426,11.502,11,0,49.78,,,,NaN,,,,0 / 0,47808,2018-11-09 17:06:46:792
-7.489,-1.015,13.245,8,0,49.78,,,,NaN,,,,0 / 0,47908,2018-11-09 17:06:46:892
-6.387,-1.743,11.588,11,0,58.19,,,,NaN,,,,0 / 0,48008,2018-11-09 17:06:46:992
-5.506,-2.806,9.902,11,0,58.19,,,,NaN,,,,0 / 0,48109,2018-11-09 17:06:47:093
